observable,sintetico,base,Q,timestamp,AGLOSI,PROV,valor,frac
Pobreza,sum,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,177100.0,0.02
Total,mean,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,1.0,0.02
Total,sum,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,438400.0,0.02
gap_indigencia,mean,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,1034440.0,0.02
gap_indigencia,median,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,231015.0,0.02
gap_pobreza,mean,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,577760.0,0.02
gap_pobreza,median,PAGLO,2020-08-15,2023-10-29 07:19:53.253397,True,22,56120.0,0.02
CBA,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,374500.0,0.02
CBA,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,147850.0,0.02
CBT,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,841370.0,0.02
CBT,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,332175.0,0.02
CB_EQUIV,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,8.853,0.02
CB_EQUIV,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,3.495,0.02
Indigencia,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,0.1266,0.02
Indigencia,sum,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,55500.0,0.02
P47T_hogar,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,1622890.0,0.02
P47T_hogar,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,356880.0,0.02
P47T_hogar,q10,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,120500.0,0.02
P47T_hogar,q25,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,215300.0,0.02
P47T_hogar,q75,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,538370.0,0.02
P47T_hogar,q90,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,804110.0,0.02
P47T_persona,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,105700.0,0.02
P47T_persona,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,64700.0,0.02
P47T_persona,q10,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,162560.0,0.02
P47T_persona,q90,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,269810.0,0.02
Pobreza,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,0.4465,0.02
Pobreza,sum,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,195750.0,0.02
Total,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,1.0,0.02
Total,sum,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,438400.0,0.02
gap_indigencia,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,1248390.0,0.02
gap_indigencia,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,200975.0,0.02
gap_pobreza,mean,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,781520.0,0.02
gap_pobreza,median,PAGLO,2020-11-15,2023-10-29 07:28:31.350275,True,22,27980.0,0.02
CBA,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,152810.0,0.02
CBA,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,142330.0,0.02
CBT,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,338720.0,0.02
CBT,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,315510.0,0.02
CB_EQUIV,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,3.575,0.02
CB_EQUIV,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,3.33,0.02
Indigencia,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,0.143,0.02
Indigencia,sum,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,60450.0,0.02
P47T_hogar,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,445540.0,0.02
P47T_hogar,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,353170.0,0.02
P47T_hogar,q10,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,107390.0,0.02
P47T_hogar,q25,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,197360.0,0.02
P47T_hogar,q75,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,575410.0,0.02
P47T_hogar,q90,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,860080.0,0.02
P47T_persona,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,113940.0,0.02
P47T_persona,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,59000.0,0.02
P47T_persona,q10,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,166350.0,0.02
P47T_persona,q90,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,309790.0,0.02
Pobreza,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,0.4576,0.02
Pobreza,sum,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,193400.0,0.02
Total,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,1.0,0.02
Total,sum,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,422600.0,0.02
gap_indigencia,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,292730.0,0.02
gap_indigencia,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,192800.0,0.02
gap_pobreza,mean,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,106820.0,0.02
gap_pobreza,median,PAGLO,2021-02-15,2023-10-29 07:37:11.332590,True,22,28980.0,0.02
CBA,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,152240.0,0.02
CBA,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,141810.0,0.02
CBT,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,334930.0,0.02
CBT,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,311980.0,0.02
CB_EQUIV,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,3.575,0.02
CB_EQUIV,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,3.33,0.02
Indigencia,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,0.1395,0.02
Indigencia,sum,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,58950.0,0.02
P47T_hogar,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,419920.0,0.02
P47T_hogar,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,336910.0,0.02
P47T_hogar,q10,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,107390.0,0.02
P47T_hogar,q25,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,199880.0,0.02
P47T_hogar,q75,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,510880.0,0.02
P47T_hogar,q90,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,746680.0,0.02
P47T_persona,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,103590.0,0.02
P47T_persona,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,53810.0,0.02
P47T_persona,q10,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,158860.0,0.02
P47T_persona,q90,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,269810.0,0.02
Pobreza,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,0.472,0.02
Pobreza,sum,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,199450.0,0.02
Total,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,1.0,0.02
Total,sum,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,422600.0,0.02
gap_indigencia,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,267680.0,0.02
gap_indigencia,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,176580.0,0.02
gap_pobreza,mean,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,84980.0,0.02
gap_pobreza,median,PAGLO,2021-05-15,2023-10-29 07:46:05.842811,True,22,13550.0,0.02
CBA,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,149450.0,0.02
CBA,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,139200.0,0.02
CBT,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,327280.0,0.02
CBT,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,304850.0,0.02
CB_EQUIV,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,3.575,0.02
CB_EQUIV,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,3.33,0.02
Indigencia,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,0.146,0.02
Indigencia,sum,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,61700.0,0.02
P47T_hogar,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,408200.0,0.02
P47T_hogar,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,339680.0,0.02
P47T_hogar,q10,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,112460.0,0.02
P47T_hogar,q25,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,199400.0,0.02
P47T_hogar,q75,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,532040.0,0.02
P47T_hogar,q90,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,765180.0,0.02
P47T_persona,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,105120.0,0.02
P47T_persona,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,49070.0,0.02
P47T_persona,q10,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,162560.0,0.02
P47T_persona,q90,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,295840.0,0.02
Pobreza,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,0.4434,0.02
Pobreza,sum,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,187400.0,0.02
Total,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,1.0,0.02
Total,sum,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,422600.0,0.02
gap_indigencia,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,258760.0,0.02
gap_indigencia,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,192010.0,0.02
gap_pobreza,mean,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,80930.0,0.02
gap_pobreza,median,PAGLO,2021-08-15,2023-10-29 07:55:00.054796,True,22,31690.0,0.02
CBA,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,148570.0,0.02
CBA,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,138390.0,0.02
CBT,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,323390.0,0.02
CBT,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,301220.0,0.02
CB_EQUIV,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,3.575,0.02
CB_EQUIV,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,3.33,0.02
Indigencia,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,0.1375,0.02
Indigencia,sum,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,58100.0,0.02
P47T_hogar,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,371320.0,0.02
P47T_hogar,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,313730.0,0.02
P47T_hogar,q10,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,113810.0,0.02
P47T_hogar,q25,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,195390.0,0.02
P47T_hogar,q75,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,478340.0,0.02
P47T_hogar,q90,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,712010.0,0.02
P47T_persona,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,94840.0,0.02
P47T_persona,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,66210.0,0.02
P47T_persona,q10,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,141580.0,0.02
P47T_persona,q90,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,246070.0,0.02
Pobreza,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,0.4652,0.02
Pobreza,sum,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,196600.0,0.02
Total,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,1.0,0.02
Total,sum,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,422600.0,0.02
gap_indigencia,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,222750.0,0.02
gap_indigencia,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,174090.0,0.02
gap_pobreza,mean,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,47930.0,0.02
gap_pobreza,median,PAGLO,2021-11-15,2023-10-29 08:04:03.794548,True,22,17030.0,0.02
CBA,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,154130.0,0.02
CBA,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,143980.0,0.02
CBT,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,325680.0,0.02
CBT,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,304220.0,0.02
CB_EQUIV,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,3.629,0.02
CB_EQUIV,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,3.39,0.02
Indigencia,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,0.1099,0.02
Indigencia,sum,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,47250.0,0.02
P47T_hogar,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,440960.0,0.02
P47T_hogar,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,363090.0,0.02
P47T_hogar,q10,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,117920.0,0.02
P47T_hogar,q25,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,217080.0,0.02
P47T_hogar,q75,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,567130.0,0.02
P47T_hogar,q90,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,812360.0,0.02
P47T_persona,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,111300.0,0.02
P47T_persona,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,61780.0,0.02
P47T_persona,q10,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,174190.0,0.02
P47T_persona,q90,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,282530.0,0.02
Pobreza,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,0.4027,0.02
Pobreza,sum,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,173200.0,0.02
Total,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,1.0,0.02
Total,sum,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,430100.0,0.02
gap_indigencia,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,286830.0,0.02
gap_indigencia,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,213670.0,0.02
gap_pobreza,mean,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,115280.0,0.02
gap_pobreza,median,PAGLO,2022-02-15,2023-10-29 08:13:05.658983,True,22,56760.0,0.02
CBA,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,155210.0,0.02
CBA,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,144980.0,0.02
CBT,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,325420.0,0.02
CBT,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,303980.0,0.02
CB_EQUIV,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,3.629,0.02
CB_EQUIV,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,3.39,0.02
Indigencia,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,0.1755,0.02
Indigencia,sum,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,75500.0,0.02
P47T_hogar,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,361630.0,0.02
P47T_hogar,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,292860.0,0.02
P47T_hogar,q10,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,100760.0,0.02
P47T_hogar,q25,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,170780.0,0.02
P47T_hogar,q75,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,454840.0,0.02
P47T_hogar,q90,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,660840.0,0.02
P47T_persona,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,90530.0,0.02
P47T_persona,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,56350.0,0.02
P47T_persona,q10,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,141580.0,0.02
P47T_persona,q90,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,229640.0,0.02
Pobreza,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,0.5073,0.02
Pobreza,sum,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,218200.0,0.02
Total,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,1.0,0.02
Total,sum,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,430100.0,0.02
gap_indigencia,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,206430.0,0.02
gap_indigencia,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,147120.0,0.02
gap_pobreza,mean,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,36220.0,0.02
gap_pobreza,median,PAGLO,2022-05-15,2023-10-29 08:22:21.136168,True,22,-4380.0,0.02
CBA,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,154190.0,0.02
CBA,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,144040.0,0.02
CBT,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,325350.0,0.02
CBT,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,303920.0,0.02
CB_EQUIV,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,3.629,0.02
CB_EQUIV,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,3.39,0.02
Indigencia,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,0.146,0.02
Indigencia,sum,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,62800.0,0.02
P47T_hogar,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,377300.0,0.02
P47T_hogar,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,308180.0,0.02
P47T_hogar,q10,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,109900.0,0.02
P47T_hogar,q25,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,184880.0,0.02
P47T_hogar,q75,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,497810.0,0.02
P47T_hogar,q90,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,718920.0,0.02
P47T_persona,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,96750.0,0.02
P47T_persona,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,60380.0,0.02
P47T_persona,q10,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,141580.0,0.02
P47T_persona,q90,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,263670.0,0.02
Pobreza,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,0.489,0.02
Pobreza,sum,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,210300.0,0.02
Total,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,1.0,0.02
Total,sum,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,430100.0,0.02
gap_indigencia,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,223110.0,0.02
gap_indigencia,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,155720.0,0.02
gap_pobreza,mean,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,51950.0,0.02
gap_pobreza,median,PAGLO,2022-08-15,2023-10-29 08:31:40.938675,True,22,6300.0,0.02
CBA,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,157620.0,0.02
CBA,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,147240.0,0.02
CBT,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,334130.0,0.02
CBT,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,312120.0,0.02
CB_EQUIV,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,3.629,0.02
CB_EQUIV,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,3.39,0.02
Indigencia,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,0.1395,0.02
Indigencia,sum,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,60000.0,0.02
P47T_hogar,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,378180.0,0.02
P47T_hogar,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,314590.0,0.02
P47T_hogar,q10,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,111650.0,0.02
P47T_hogar,q25,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,187060.0,0.02
P47T_hogar,q75,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,470760.0,0.02
P47T_hogar,q90,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,693570.0,0.02
P47T_persona,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,93870.0,0.02
P47T_persona,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,57660.0,0.02
P47T_persona,q10,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,0.0,0.02
P47T_persona,q25,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,0.0,0.02
P47T_persona,q75,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,138360.0,0.02
P47T_persona,q90,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,234990.0,0.02
Pobreza,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,0.5029,0.02
Pobreza,sum,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,216300.0,0.02
Total,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,1.0,0.02
Total,sum,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,430100.0,0.02
gap_indigencia,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,220560.0,0.02
gap_indigencia,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,159895.0,0.02
gap_pobreza,mean,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,44050.0,0.02
gap_pobreza,median,PAGLO,2022-11-15,2023-10-29 08:41:13.236767,True,22,-1590.0,0.02
CBA,mean,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,181580.0,0.02
CBA,median,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,147060.0,0.02
CBT,mean,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,493320.0,0.02
CBT,median,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,399520.0,0.02
CB_EQUIV,mean,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,3.865,0.02
CB_EQUIV,median,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,3.13,0.02
Indigencia,mean,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,0.0979,0.02
Indigencia,sum,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,24050.0,0.02
P47T_hogar,mean,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,879270.0,0.02
P47T_hogar,median,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,502440.0,0.02
P47T_hogar,q10,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,141580.0,0.02
P47T_hogar,q25,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,283160.0,0.02
P47T_hogar,q75,PAGLO,2003-08-15,2023-10-29 01:35:41.382744,True,26,796670.0,0.02
